Original Url,Title 1,Meta Description 1,H1-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12654022/sticker/fcb-showtime,"FCB Showtime - ""Sticker""","Other Collateral Sticker for FCB Showtime by Herraiz Soto &Co. - 
HP created a new photograph printing service: HP Memorabilia Service. This application e...","FCB Showtime - ""Sticker""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12654023/web-platform-images/fcb-showtime,"FCB Showtime - ""Web Platform Images""","Other Collateral Web Platform Images for FCB Showtime by Herraiz Soto &Co. - 
HP created a new photograph printing service: HP Memorabilia Service. This a...","FCB Showtime - ""Web Platform Images""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12654025/online-banners/fcb-showtime,"FCB Showtime - ""Online Banners""","Web Advertising/Banners Online Banners for FCB Showtime by Herraiz Soto &Co. - 
HP created a new photograph printing service: HP Memorabilia Service. This...","FCB Showtime - ""Online Banners""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12654027/exes-and-os/fcb-showtime,"FCB Showtime - ""Exes and Os""","Print Exes and Os for FCB Showtime by Herraiz Soto &Co. - 
HP created a new photograph printing service: HP Memorabilia Service. This application enables...","FCB Showtime - ""Exes and Os""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12654118/mary-woodbridge/mammut,"Mammut - ""Mary Woodbridge""",Case Study Mary Woodbridge for Mammut by Leo Burnett Schweiz,"Mammut - ""Mary Woodbridge""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12654180/history/audi,"Audi - ""History""",Television History for Audi by thjnk - SUMMARY: The R8 was Audis first entry into the high-end sports car market. In a market dominated by the Porsche 911...,"Audi - ""History""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12654181/the-audi-r8-pre-launch-1/audi,"Audi - ""The Audi R8 Pre Launch 1""",Print The Audi R8 Pre Launch 1 for Audi by thjnk - SUMMARY: The R8 was Audis first entry into the high-end sports car market. In a market dominated by the...,"Audi - ""The Audi R8 Pre Launch 1""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12654199/iro-cycle-website/iro-cycle,"IRO Cycle - ""IRO Cycle Website""","Web Site IRO Cycle Website for IRO Cycle by woods witt dealy and sons, inc. - IRO Cycle is a manufacturer of high quality yet affordable fixed gear bikest...","IRO Cycle - ""IRO Cycle Website""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12654274/los-5-magnificos/nike-football,"Nike Football - ""Los 5 Magnificos""",Web Advertising/Banners Los 5 Magnificos for Nike Football by VillarRosàs - Take it to the next level,"Nike Football - ""Los 5 Magnificos""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12654314/rivalries/nba,"NBA - ""Rivalries""",Television Rivalries for NBA by Goodby Silverstein & Partners - Where amazing happens.,"NBA - ""Rivalries""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12654317/palermo-180/puma-borussia,"Puma Borussia - ""Palermo 180""",Case Study Palermo 180 for Puma Borussia by DDB Argentina,"Puma Borussia - ""Palermo 180""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12654318/never/nike-golf,"Nike Golf - ""Never""",Television Never for Nike Golf by Wieden + Kennedy - Earl Woods' advice goes beyond how to simply raise a child who performs well in sports. His wisdom is...,"Nike Golf - ""Never""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12654327/come-together/visa,"Visa - ""Come Together""",Television Come Together for Visa by TBWA\Chiat\Day Los Angeles - Go World,"Visa - ""Come Together""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12654345/eyeballs/espn,"ESPN - ""Eyeballs""",Case Study Eyeballs for ESPN by Saatchi & Saatchi,"ESPN - ""Eyeballs""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12654405/victory/mcdonalds,"McDonald's - ""Victory""",Television & Cinema Victory for McDonald's by DDB Chicago - i'm lovin' it,"McDonald's - ""Victory""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12654427/hatch-an-egg/playground,"Playground - ""Hatch An Egg""",Case Study Hatch An Egg for Playground by Åkestam Holst,"Playground - ""Hatch An Egg""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12654920/run-easy/reebok,"Reebok - ""Run Easy""",Case Study Run Easy for Reebok by Carat Fusion,"Reebok - ""Run Easy""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12655222/ken-griffey-jr/nike,"Nike - ""Ken Griffey, Jr.""","Print Ken Griffey, Jr. for Nike by Wieden + Kennedy","Nike - ""Ken Griffey, Jr.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12655224/more-hips/espn,"ESPN - ""More Hips""",Television More Hips for ESPN by Wieden + Kennedy - This is SportsCenter.,"ESPN - ""More Hips""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12655225/nicknames/espn,"ESPN - ""Nicknames""",Television Nicknames for ESPN by Wieden + Kennedy - This is SportsCenter.,"ESPN - ""Nicknames""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12655228/urinal/sam-houston-race-park,"Sam Houston Race Park - ""Urinal""",Television Urinal for Sam Houston Race Park by Peter Mayer - Let's Make Thngs Interesting,"Sam Houston Race Park - ""Urinal""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12655262/mma-fighter/geico-power-sports,"Geico Power Sports - ""MMA Fighter""",Television MMA Fighter for Geico Power Sports by The Martin Agency,"Geico Power Sports - ""MMA Fighter""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12655272/lebron-garnett/nba,"NBA - ""Lebron/Garnett""",Television Lebron/Garnett for NBA by Goodby Silverstein & Partners - Where amazing happens.,"NBA - ""Lebron/Garnett""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12655273/power-parachutes-and-performance/nike,"Nike - ""Power, Parachutes and Performance""","Television Power, Parachutes and Performance for Nike by Wieden + Kennedy - JUST DO IT","Nike - ""Power, Parachutes and Performance""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12655276/macys-billboard/emporio-armani,"Emporio Armani - ""Macy's Billboard""",Billboard Macy's Billboard for Emporio Armani,"Emporio Armani - ""Macy's Billboard""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12655277/shrimp-cocktail/sam-houston-race-park,"Sam Houston Race Park - ""Shrimp Cocktail""",Television Shrimp Cocktail for Sam Houston Race Park by Peter Mayer - Let's Make Thngs Interesting,"Sam Houston Race Park - ""Shrimp Cocktail""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12655278/all-star-break/gmc,"GMC - ""All-Star Break""",Television All-Star Break for GMC by Leo Burnett Chicago - We Are Professional Grade,"GMC - ""All-Star Break""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12655293//sport-club-internacional,"Sport Club Internacional - """"",Print  for Sport Club Internacional by e21,"Sport Club Internacional - """"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12655320/gorilla-boom/mountain-dew,"Mountain Dew - ""Gorilla / Boom""",Television Gorilla / Boom for Mountain Dew by BBDO New York - amp yourself,"Mountain Dew - ""Gorilla / Boom""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12655331/starts-30-sec/u-s-soccer,"U.S. Soccer - ""Starts (30 sec)""",Television Starts (30 sec) for U.S. Soccer by Element 79,"U.S. Soccer - ""Starts (30 sec)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12655419/rafters/fox-sports,"Fox Sports - ""Rafters""",Television Rafters for Fox Sports,"Fox Sports - ""Rafters""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12655431/valet/hanes,"Hanes - ""Valet""",Television Valet for Hanes by The Martin Agency - Look Who We've Got Our Hanes On Now,"Hanes - ""Valet""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12655462/stripes/kelloggs,"Kellogg's - ""Stripes""",Television Stripes for Kellogg's by Leo Burnett Chicago - Earn Your Stripes,"Kellogg's - ""Stripes""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12655492/track-town-usa/nike,"Nike - ""Track Town USA""",Television Track Town USA for Nike by Wieden + Kennedy - NIKETRACKTOWN.COM,"Nike - ""Track Town USA""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12655574/fire-in-your-eyes/gmc,"GMC - ""Fire In Your Eyes""",Television Fire In Your Eyes for GMC by Leo Burnett Chicago - We Are Professional Grade.,"GMC - ""Fire In Your Eyes""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12655578/skytroop/carlton-draught,"Carlton Draught - ""Skytroop""","Television & Cinema Skytroop for Carlton Draught by Clemenger BBDO Melbourne - Miles above a sports stadium, a massive cargo plane jettisons a 50-foot-high...","Carlton Draught - ""Skytroop""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12655619/next-season/nike-football,"Nike Football - ""Next Season""",Television Next Season for Nike Football by 72andSunny - Take it to the next level,"Nike Football - ""Next Season""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12655768/soccer-morph/blackberry,"BlackBerry - ""Soccer Morph""",Television Soccer Morph for BlackBerry,"BlackBerry - ""Soccer Morph""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12655782/michael-phelps/visa,"Visa - ""Michael Phelps""",Television Michael Phelps for Visa by TBWA\Chiat\Day Los Angeles - Go World,"Visa - ""Michael Phelps""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12655975/the-antishoe/mbt,"MBT - ""The Antishoe""",Print The Antishoe for MBT by Kastner & Partners - The anti-shoe.,"MBT - ""The Antishoe""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656021/revolution/nike,"Nike+ - ""Revolution""",Television Revolution for Nike+ by Wieden + Kennedy - Join The Run Revolution.,"Nike+ - ""Revolution""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656027/the-stadium-is-ready/espn,"ESPN - ""The Stadium is Ready""",Television The Stadium is Ready for ESPN by DCODE,"ESPN - ""The Stadium is Ready""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656034/hse-web-site/hawkeye-sports-entertainment,"hawkeye Sports & Entertainment - ""hSE Web Site""",Web Site hSE Web Site for hawkeye Sports & Entertainment by hawkeye,"hawkeye Sports & Entertainment - ""hSE Web Site""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656042/chute/red-bull-energy-drink,"Red Bull Energy Drink - ""Chute""",Television Chute for Red Bull Energy Drink by Kastner & Partners,"Red Bull Energy Drink - ""Chute""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656044/ping-pong/international-childrens-games,"International Childrens Games - ""Ping Pong""",Print Ping Pong for International Childrens Games by Grey Worldwide San Francisco,"International Childrens Games - ""Ping Pong""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656083/opium/mbt,"MBT - ""Opium""",Print Opium for MBT by Kastner & Partners - The anti-shoe.,"MBT - ""Opium""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656084/weapons/mbt,"MBT - ""Weapons""",Print Weapons for MBT by Kastner & Partners - The anti-shoe.,"MBT - ""Weapons""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656085/we-shall-fight/mbt,"MBT - ""We Shall Fight""",Print We Shall Fight for MBT by Kastner & Partners - The anti-shoe.,"MBT - ""We Shall Fight""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656121/starts-15-sec/u-s-soccer,"U.S. Soccer - ""Starts (15 sec)""",Television Starts (15 sec) for U.S. Soccer by Element 79,"U.S. Soccer - ""Starts (15 sec)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656133/unity/coke,"Coke - ""Unity""",Television Unity for Coke by Wieden + Kennedy - Live Olympic on the Coke side of life,"Coke - ""Unity""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656151/peyton/gatorade,"Gatorade - ""Peyton""",Print Peyton for Gatorade by Element 79 - is it in you?,"Gatorade - ""Peyton""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656154/league-of-clutch/gatorade,"Gatorade - ""League of Clutch""",Print League of Clutch for Gatorade by Element 79 - is it in you?,"Gatorade - ""League of Clutch""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656168/christian/ea-sports,"EA Sports - ""Christian""",Television Christian for EA Sports by Wieden + Kennedy - It's in the game.,"EA Sports - ""Christian""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656169/heath-lance/ea-sports,"EA Sports - ""Heath & Lance""",Television Heath & Lance for EA Sports by Wieden + Kennedy - It's in the game.,"EA Sports - ""Heath & Lance""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656187/the-audi-r8-pre-launch-2/audi,"Audi - ""The Audi R8 Pre Launch 2""",Print The Audi R8 Pre Launch 2 for Audi by thjnk - SUMMARY: The R8 was Audis first entry into the high-end sports car market. In a market dominated by the...,"Audi - ""The Audi R8 Pre Launch 2""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656188/the-audi-r8-pre-launch-3/audi,"Audi - ""The Audi R8 Pre Launch 3""",Print The Audi R8 Pre Launch 3 for Audi by thjnk - SUMMARY: The R8 was Audis first entry into the high-end sports car market. In a market dominated by the...,"Audi - ""The Audi R8 Pre Launch 3""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656189/the-audi-r8-pre-launch-4/audi,"Audi - ""The Audi R8 Pre Launch 4""",Print The Audi R8 Pre Launch 4 for Audi by thjnk - SUMMARY: The R8 was Audis first entry into the high-end sports car market. In a market dominated by the...,"Audi - ""The Audi R8 Pre Launch 4""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656190/the-audi-r8-pre-launch-5/audi,"Audi - ""The Audi R8 Pre Launch 5""",Print The Audi R8 Pre Launch 5 for Audi by thjnk - SUMMARY: The R8 was Audis first entry into the high-end sports car market. In a market dominated by the...,"Audi - ""The Audi R8 Pre Launch 5""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656191/the-audi-r8-pre-launch-6/audi,"Audi - ""The Audi R8 Pre Launch 6""",Print The Audi R8 Pre Launch 6 for Audi by thjnk - SUMMARY: The R8 was Audis first entry into the high-end sports car market. In a market dominated by the...,"Audi - ""The Audi R8 Pre Launch 6""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656192/the-audi-r8-pre-launch-website/audi,"Audi - ""The Audi R8 Pre Launch website""",Web Site The Audi R8 Pre Launch website for Audi by thjnk - SUMMARY: The R8 was Audis first entry into the high-end sports car market. In a market dominat...,"Audi - ""The Audi R8 Pre Launch website""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656633/n-a/sports-authority,"Sports Authority - ""N/A""",Print N/A for Sports Authority by Cole & Weber ,"Sports Authority - ""N/A""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656634/n-a/sports-authority,"Sports Authority - ""N/A""",Print N/A for Sports Authority by Cole & Weber ,"Sports Authority - ""N/A""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656642/n-a/giro,"Giro - ""N/A""",Print N/A for Giro by Crispin Porter + Bogusky,"Giro - ""N/A""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656644/n-a/usta,"USTA - ""N/A""",Print N/A for USTA by Hill Holliday,"USTA - ""N/A""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656685/n-a/espn,"ESPN - ""N/A""",Print N/A for ESPN by Wieden + Kennedy,"ESPN - ""N/A""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656710/n-a/sports-illustrated,"Sports Illustrated - ""N/A""",Print N/A for Sports Illustrated,"Sports Illustrated - ""N/A""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656727/n-a/kajeet,"Kajeet - ""N/A""",Print N/A for Kajeet,"Kajeet - ""N/A""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656868/jeff-burton/holiday-inn-express,"Holiday Inn Express - ""Jeff Burton""","Television Jeff Burton for Holiday Inn Express by Fallon - The more you stay, the more you earn.","Holiday Inn Express - ""Jeff Burton""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656975/stunts/subaru,"Subaru - ""Stunts""",Television Stunts for Subaru by Carmichael Lynch - fraternityofsti.com,"Subaru - ""Stunts""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12656984/slumps/espn,"ESPN - ""Slumps""",Television Slumps for ESPN by Wieden + Kennedy - This is SportsCenter.,"ESPN - ""Slumps""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12657007/chairs/gillette,"Gillette - ""Chairs""",Television Chairs for Gillette by BBDO New York - The Best A Man Can Get,"Gillette - ""Chairs""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12657016/bottled-courage-60-sec/nike,"Nike - ""Bottled Courage (60 sec)""",Television Bottled Courage (60 sec) for Nike by Wieden + Kennedy - Just Do It,"Nike - ""Bottled Courage (60 sec)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12657018/bottled-courage-30-sec/nike,"Nike - ""Bottled Courage (30 sec)""",Television Bottled Courage (30 sec) for Nike by Wieden + Kennedy - Just Do It,"Nike - ""Bottled Courage (30 sec)""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.adforum.com/creative-work/ad/player/12657138/derrick-redmond/visa,"Visa - ""Derrick Redmond""",Television Derrick Redmond for Visa by TBWA\Chiat\Day Los Angeles - Go World,"Visa - ""Derrick Redmond""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
